averageSpeed,highestStreak,untradedDeaths,tradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,hillTime,contestedHillTime,totalInVictimFovKills,totalFirstBloodKills,totalLongshotKills,totalPointblankKills,totalRevengeKills,totalRotationKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,winner
1.7444581604003906,4.0,16.0,9.0,28.89,3.89,8.0,16.0,93.0,0.0,21.0,25.0,9.0,39.95,2.66,87.0,13.0,16.0,5.0,26.28,30.0,5085.92,627.6431640625,88.0,2.0,20.0,0.0,0.0,0.0,4.0,3.0,21.0,0.0,0.84,0
1.7780401611328125,6.0,14.0,13.0,33.74,5.66,13.0,15.0,93.0,0.0,26.0,27.0,14.0,40.35,4.17,1.09,11.0,20.0,6.0,28.9,0.0,5438.08,617.5071875,46.0,1.0,24.0,0.0,0.0,0.0,4.0,5.0,26.0,0.0,0.96,1
2.010620727539062,3.0,21.0,11.0,37.97,4.93,25.0,19.0,97.0,99.0,33.0,32.0,15.0,57.9,5.31,1.6,16.0,21.0,12.0,40.97,1.0,5179.04,734.651015625,85.0,6.0,27.0,0.0,1.0,2.0,6.0,10.0,32.0,0.0,1.03,0
2.020903625488281,3.0,25.0,5.0,34.18,3.16,22.0,18.0,93.0,74.0,27.0,30.0,15.0,49.1,3.8,1.07,16.0,19.0,8.0,28.65,74.0,5321.44,713.16671875,76.0,6.0,22.0,0.0,0.0,1.0,4.0,7.0,27.0,0.0,0.9,1
1.7409811401367188,6.0,18.0,9.0,31.65,3.54,21.0,16.0,97.0,0.0,29.0,27.0,9.0,48.3,4.46,1.16,12.0,23.0,6.0,32.12,0.0,5016.96,608.5759765625,84.0,0.0,25.0,0.0,0.0,0.0,5.0,1.0,26.0,0.0,1.07,0
1.8173191833496087,3.0,17.0,7.0,28.29,4.03,8.0,6.0,93.0,0.0,23.0,24.0,11.0,41.15,4.1,21.0,15.0,16.0,7.0,30.98,1.13,5608.96,665.22203125,74.0,1.0,19.0,0.0,0.0,0.0,12.0,7.0,24.0,0.0,0.96,1
2.080908050537109,7.0,21.0,10.0,37.09,5.35,15.0,13.0,94.0,87.0,30.0,31.0,5.0,43.9,3.55,1.37,15.0,20.0,10.0,33.43,1.0,5143.36,725.546484375,60.0,3.0,27.0,0.0,2.0,1.0,8.0,3.0,30.0,0.0,0.97,0
2.130568084716797,4.0,19.0,8.0,34.27,6.53,15.0,9.0,96.0,76.0,28.0,27.0,8.0,52.35,5.07,1.37,8.0,19.0,9.0,30.82,1.0,5625.76,749.2115625,91.0,14.0,23.0,0.0,0.0,0.0,5.0,5.0,28.0,0.0,1.04,1
1.708834686279297,5.0,17.0,6.0,29.82,6.18,8.0,12.0,95.0,0.0,27.0,23.0,11.0,50.7,4.53,1.13,9.0,19.0,8.0,30.23,29.0,5729.28,607.6391796875,92.0,10.0,20.0,0.0,1.0,0.0,7.0,5.0,27.0,0.0,1.17,0
1.8352511596679688,2.0,16.0,9.0,29.25,4.13,13.0,11.0,97.0,0.0,20.0,25.0,16.0,40.4,4.36,1.26,10.0,14.0,6.0,34.25,32.0,5663.36,653.9009765625,84.0,3.0,15.0,0.0,2.0,0.0,5.0,6.0,20.0,0.0,0.8,1
1.9625369262695316,5.0,19.0,8.0,33.88,6.88,21.0,15.0,96.0,1.07,29.0,27.0,6.0,50.05,3.73,1.19,18.0,18.0,11.0,31.68,1.0,5436.64,756.067421875,84.0,9.0,22.0,0.0,0.0,0.0,9.0,5.0,29.0,0.0,1.07,0
1.9334616088867187,3.0,19.0,8.0,31.09,2.99,20.0,18.0,97.0,45.0,30.0,27.0,5.0,55.05,4.99,1.14,20.0,18.0,12.0,31.39,23.0,5490.24,703.5978125,93.0,12.0,24.0,1.0,1.0,3.0,4.0,5.0,30.0,0.0,1.11,1
1.8578341674804688,5.0,18.0,10.0,34.05,5.45,19.0,12.0,95.0,0.0,20.0,28.0,14.0,35.75,5.4,1.03,15.0,14.0,6.0,29.26,84.0,5409.44,656.555,55.0,8.0,19.0,0.0,2.0,0.0,4.0,4.0,20.0,0.0,0.71,0
2.036145935058593,6.0,17.0,10.0,30.55,3.33,5.0,3.0,96.0,0.0,31.0,27.0,10.0,44.1,4.7,22.0,10.0,24.0,7.0,37.23,0.0,5485.28,744.239609375,56.0,6.0,27.0,0.0,2.0,0.0,9.0,9.0,31.0,0.0,1.15,1
1.8539938354492187,4.0,21.0,4.0,30.89,5.49,12.0,11.0,92.0,0.0,22.0,25.0,10.0,41.9,4.11,99.0,13.0,14.0,8.0,27.61,0.0,5098.08,609.24265625,89.0,3.0,18.0,0.0,1.0,0.0,6.0,2.0,22.0,0.0,0.88,0
1.4807711791992189,7.0,11.0,3.0,20.39,5.55,13.0,11.0,94.0,0.0,30.0,14.0,7.0,47.4,4.8,1.13,17.0,28.0,2.0,34.57,70.0,5268.8,536.0378515625,94.0,3.0,22.0,0.0,3.0,0.0,6.0,6.0,29.0,0.0,2.14,1
1.8815988159179688,4.0,20.0,5.0,28.61,3.33,19.0,10.0,96.0,1.16,24.0,25.0,12.0,37.55,3.54,1.21,10.0,13.0,11.0,30.21,3.0,5167.84,631.9975,28.0,2.0,18.0,0.0,1.0,1.0,4.0,4.0,24.0,0.0,0.96,0
1.8278683471679689,3.0,13.0,13.0,31.45,3.33,20.0,13.0,91.0,1.02,22.0,26.0,13.0,48.95,3.72,1.16,11.0,17.0,5.0,28.99,1.0,4970.4,582.1112109375,1.18,4.0,19.0,1.0,2.0,0.0,5.0,4.0,22.0,0.0,0.85,1
