averageSpeed,highestStreak,untradedDeaths,tradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,hillTime,contestedHillTime,totalInVictimFovKills,totalFirstBloodKills,totalLongshotKills,totalPointblankKills,totalRevengeKills,totalRotationKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,matchGame.matchId,winner
1.6434010314941405,3.0,17.0,8.0,29.11,4.11,21.0,22.0,90.0,0.0,18.0,25.0,7.0,35.05,3.56,90.0,10.0,14.0,4.0,25.35,61.0,5332.0,629.33296875,80.0,5.0,17.0,1.0,1.0,0.0,5.0,6.0,18.0,1.0,0.72,11471,0
1.6105270385742188,6.0,14.0,5.0,26.35,6.09,18.0,16.0,91.0,0.0,26.0,19.0,10.0,48.55,3.54,1.04,16.0,21.0,5.0,31.07,38.0,5290.56,620.8553125,1.26,0.0,19.0,0.0,0.0,0.0,5.0,8.0,24.0,1.0,1.37,11471,1
1.8750860595703125,3.0,18.0,11.0,33.78,4.78,15.0,16.0,95.0,1.14,28.0,29.0,8.0,36.65,4.19,1.36,21.0,16.0,12.0,34.83,1.0,5116.48,751.939921875,24.0,1.0,23.0,0.0,0.0,1.0,6.0,5.0,27.0,1.0,0.97,11471,0
1.4936550903320311,3.0,11.0,12.0,32.02,7.4,15.0,16.0,94.0,0.0,24.0,23.0,10.0,47.3,4.76,1.15,17.0,19.0,5.0,32.55,31.0,5788.16,686.901328125,1.23,3.0,19.0,0.0,1.0,0.0,5.0,4.0,24.0,2.0,1.04,8760,1
1.9429791259765625,3.0,24.0,6.0,31.66,74.0,18.0,20.0,95.0,1.16,22.0,30.0,4.0,31.4,2.75,1.07,16.0,10.0,12.0,28.12,0.0,5409.76,831.094140625,39.0,0.0,20.0,0.0,0.0,1.0,4.0,8.0,22.0,1.0,0.73,8760,0
1.4388124084472655,4.0,15.0,5.0,26.51,5.59,19.0,15.0,90.0,0.0,20.0,20.0,8.0,35.75,4.72,1.01,8.0,18.0,2.0,27.12,34.0,5776.0,647.053515625,81.0,1.0,16.0,0.0,0.0,0.0,6.0,2.0,21.0,0.0,1.0,8760,1
1.4505642700195311,5.0,19.0,6.0,30.05,4.91,17.0,17.0,92.0,0.0,29.0,25.0,6.0,49.55,4.24,1.23,17.0,21.0,8.0,33.52,10.0,5631.52,595.7933203125,78.0,3.0,26.0,0.0,0.0,1.0,7.0,7.0,29.0,2.0,1.16,8760,0
1.6250091552734376,6.0,15.0,9.0,33.22,7.1,17.0,19.0,93.0,61.0,38.0,24.0,4.0,56.8,5.25,1.33,20.0,27.0,11.0,37.04,13.0,5653.12,693.301171875,73.0,5.0,32.0,1.0,1.0,1.0,8.0,10.0,37.0,1.0,1.58,8760,1
2.026826171875,3.0,27.0,8.0,40.33,4.39,31.0,26.0,96.0,69.0,21.0,35.0,5.0,33.3,3.49,1.21,19.0,14.0,7.0,34.17,2.0,5125.76,847.8165625,53.0,1.0,17.0,0.0,0.0,0.0,5.0,4.0,21.0,1.0,0.6,8760,0
1.6286956787109375,10.0,16.0,9.0,30.75,5.03,12.0,21.0,92.0,1.69,33.0,25.0,13.0,44.4,5.05,1.51,17.0,24.0,9.0,37.19,0.0,5591.2,678.18796875,20.0,3.0,25.0,0.0,0.0,1.0,5.0,5.0,33.0,0.0,1.32,8760,1
1.5756370544433593,3.0,18.0,7.0,32.73,6.87,14.0,14.0,91.0,0.0,20.0,25.0,6.0,38.75,4.41,94.0,8.0,12.0,8.0,25.91,75.0,5563.36,659.914765625,100.0,4.0,19.0,0.0,0.0,0.0,3.0,4.0,20.0,0.0,0.8,8760,0
2.199291229248047,5.0,20.0,13.0,37.9,4.38,15.0,10.0,97.0,1.02,28.0,33.0,14.0,47.3,5.24,1.38,16.0,19.0,9.0,37.65,86.0,5057.12,874.171640625,33.0,0.0,26.0,0.0,0.0,0.0,3.0,6.0,26.0,0.0,0.85,8764,0
1.9701255798339843,6.0,14.0,9.0,29.53,5.91,10.0,10.0,95.0,1.14,36.0,23.0,9.0,52.25,4.22,1.55,19.0,23.0,13.0,40.34,0.0,5454.08,898.472421875,65.0,4.0,25.0,0.0,2.0,1.0,6.0,10.0,35.0,1.0,1.57,8764,1
1.761234588623047,5.0,19.0,10.0,37.24,8.24,15.0,13.0,97.0,0.0,23.0,29.0,11.0,44.15,4.41,98.0,24.0,17.0,6.0,30.18,1.0,5286.56,648.5552734375,99.0,0.0,21.0,0.0,1.0,1.0,5.0,5.0,22.0,2.0,0.79,8764,0
1.678881378173828,7.0,14.0,8.0,27.88,5.88,13.0,17.0,96.0,0.0,25.0,22.0,13.0,44.15,4.56,1.2,14.0,12.0,13.0,33.48,0.0,5575.52,717.090234375,79.0,0.0,19.0,0.0,2.0,0.0,7.0,3.0,25.0,1.0,1.14,8764,1
1.8870121765136718,4.0,19.0,15.0,39.16,4.94,13.0,9.0,94.0,1.55,25.0,34.0,9.0,48.55,3.66,1.06,9.0,13.0,12.0,26.99,0.0,5016.32,757.41078125,98.0,10.0,19.0,0.0,0.0,0.0,7.0,8.0,25.0,2.0,0.74,8764,0
1.9926626586914065,5.0,19.0,14.0,37.44,3.78,24.0,16.0,97.0,2.13,32.0,33.0,8.0,59.55,4.48,1.37,16.0,18.0,14.0,38.56,3.0,4868.64,850.7340625,79.0,0.0,30.0,0.0,1.0,3.0,7.0,7.0,32.0,0.0,0.97,8764,1
1.8494412231445312,4.0,18.0,13.0,37.12,6.12,6.0,11.0,96.0,0.0,27.0,31.0,9.0,41.15,4.69,23.0,12.0,17.0,11.0,34.45,24.0,5107.04,719.418203125,29.0,0.0,24.0,1.0,2.0,0.0,9.0,6.0,28.0,3.0,0.87,8764,0
1.7475311279296875,6.0,19.0,7.0,34.45,7.39,16.0,13.0,96.0,0.0,34.0,25.0,8.0,47.65,4.87,1.34,21.0,23.0,11.0,37.93,0.0,5426.08,767.115859375,44.0,6.0,27.0,0.0,2.0,0.0,8.0,8.0,34.0,0.0,1.36,8764,1
2.023829345703125,4.0,16.0,7.0,28.16,5.16,12.0,11.0,96.0,1.32,26.0,22.0,11.0,47.3,4.36,1.28,12.0,17.0,10.0,30.8,4.0,4827.36,756.78671875,54.0,4.0,24.0,0.0,0.0,1.0,4.0,6.0,27.0,0.0,1.18,8764,0
2.0847833251953123,3.0,19.0,5.0,25.65,1.43,12.0,16.0,95.0,73.0,22.0,23.0,7.0,33.2,2.64,97.0,7.0,12.0,10.0,27.54,1.0,4770.88,764.543125,47.0,2.0,18.0,0.0,1.0,1.0,4.0,5.0,22.0,0.0,0.96,8764,1
1.6970700073242186,5.0,11.0,6.0,23.39,5.63,12.0,14.0,97.0,0.0,16.0,17.0,6.0,30.3,3.25,65.0,10.0,14.0,2.0,19.13,10.0,4892.48,591.015625,84.0,7.0,11.0,1.0,0.0,1.0,3.0,4.0,16.0,0.0,0.94,8764,0
1.6797958374023438,4.0,11.0,10.0,26.17,4.69,16.0,14.0,97.0,0.0,19.0,21.0,9.0,30.6,3.46,90.0,6.0,14.0,5.0,24.75,0.0,4871.2,598.5544921875,46.0,3.0,17.0,0.0,0.0,0.0,6.0,5.0,18.0,1.0,0.9,8764,1
1.962907867431641,3.0,16.0,7.0,28.93,5.93,14.0,12.0,93.0,47.0,23.0,23.0,8.0,44.05,3.23,1.11,6.0,13.0,10.0,28.34,31.0,4675.2,706.10734375,93.0,1.0,17.0,0.0,1.0,0.0,10.0,3.0,23.0,0.0,1.0,8764,0
1.922818298339844,4.0,14.0,8.0,26.64,4.64,18.0,17.0,97.0,70.0,21.0,22.0,12.0,42.0,3.19,98.0,12.0,16.0,6.0,27.5,1.0,4781.12,690.961484375,50.0,3.0,16.0,0.0,0.0,1.0,6.0,3.0,22.0,0.0,0.95,8764,1
1.8200750732421875,4.0,11.0,8.0,24.86,4.36,4.0,13.0,93.0,0.0,24.0,19.0,5.0,37.7,3.01,17.0,14.0,16.0,8.0,25.5,0.0,4923.84,677.525390625,57.0,2.0,24.0,0.0,2.0,0.0,5.0,5.0,23.0,0.0,1.26,8764,0
1.814113922119141,5.0,16.0,7.0,26.7,3.22,19.0,19.0,95.0,0.0,19.0,23.0,9.0,34.35,3.61,76.0,11.0,12.0,7.0,25.1,1.37,4761.6,662.79140625,46.0,5.0,17.0,0.0,1.0,0.0,3.0,5.0,19.0,0.0,0.83,8764,1
1.930529937744141,5.0,23.0,7.0,37.31,7.19,27.0,23.0,99.0,1.53,39.0,30.0,5.0,43.8,5.3,1.72,20.0,26.0,13.0,42.37,2.0,5916.64,900.445078125,8.0,1.0,33.0,0.0,0.0,1.0,9.0,7.0,39.0,2.0,1.3,8770,0
1.5909429931640624,5.0,20.0,5.0,30.74,5.2,16.0,15.0,95.0,0.0,28.0,25.0,12.0,41.95,4.23,1.26,14.0,22.0,6.0,32.53,32.0,6118.88,740.64125,62.0,0.0,22.0,0.0,2.0,0.0,6.0,4.0,28.0,1.0,1.12,8770,1
1.3687786865234375,6.0,15.0,10.0,32.54,6.6,15.0,15.0,92.0,0.0,35.0,25.0,7.0,53.1,6.3,1.44,15.0,28.0,7.0,40.22,2.0,6143.68,586.4169921875,86.0,0.0,30.0,0.0,1.0,0.0,8.0,4.0,35.0,2.0,1.4,8770,0
1.9639071655273441,7.0,26.0,7.0,38.6,5.24,24.0,20.0,95.0,1.18,28.0,33.0,8.0,49.55,4.68,1.37,14.0,21.0,7.0,33.82,79.0,5717.92,872.125546875,1.03,2.0,23.0,0.0,1.0,0.0,6.0,6.0,27.0,0.0,0.85,8770,1
1.642959747314453,5.0,17.0,11.0,32.46,4.16,10.0,11.0,91.0,0.0,23.0,28.0,11.0,48.4,3.94,1.13,8.0,15.0,8.0,30.83,0.0,5516.16,730.42109375,95.0,3.0,22.0,0.0,1.0,0.0,3.0,3.0,23.0,0.0,0.82,8770,0
1.6359469604492187,3.0,12.0,15.0,34.67,6.87,20.0,13.0,92.0,0.0,23.0,27.0,7.0,31.4,5.3,1.18,11.0,13.0,10.0,30.3,2.0,5966.88,746.833828125,19.0,0.0,20.0,1.0,1.0,0.0,5.0,5.0,23.0,2.0,0.85,8770,1
1.630635986328125,3.0,20.0,7.0,31.2,2.63,22.0,15.0,87.0,87.0,24.0,27.0,6.0,40.0,4.11,1.29,16.0,14.0,10.0,32.0,33.0,5492.32,703.9946875,65.0,3.0,21.0,0.0,0.0,0.0,5.0,6.0,24.0,1.0,0.89,8770,0
1.881558837890625,3.0,25.0,11.0,42.54,5.25,5.0,9.0,97.0,1.98,31.0,36.0,6.0,52.15,5.26,1.53,14.0,19.0,12.0,36.49,0.0,5508.16,854.020859375,69.0,4.0,25.0,0.0,0.0,0.0,8.0,6.0,31.0,0.0,0.86,8770,1
1.9585093688964843,4.0,15.0,7.0,28.01,5.47,22.0,20.0,95.0,1.04,20.0,22.0,9.0,42.15,3.63,1.03,13.0,13.0,7.0,27.95,1.0,4930.72,763.06515625,1.09,4.0,19.0,0.0,0.0,0.0,4.0,5.0,20.0,1.0,0.91,8770,0
1.5327122497558594,3.0,11.0,6.0,23.21,5.84,15.0,14.0,94.0,0.0,27.0,17.0,7.0,46.15,3.92,1.23,11.0,21.0,6.0,37.45,60.0,4659.04,579.5347265625,89.0,3.0,23.0,0.0,0.0,0.0,7.0,5.0,27.0,1.0,1.59,8770,1
1.7500929260253906,4.0,16.0,5.0,27.59,6.25,15.0,15.0,95.0,0.0,17.0,21.0,9.0,27.6,3.6,76.0,11.0,10.0,7.0,21.15,1.01,4822.56,647.705,56.0,2.0,15.0,0.0,0.0,1.0,1.0,3.0,18.0,2.0,0.81,8770,0
1.8094503784179687,3.0,14.0,5.0,26.6,5.97,15.0,15.0,92.0,63.0,19.0,19.0,7.0,39.75,2.94,73.0,11.0,16.0,3.0,18.83,1.0,4822.24,649.5078125,91.0,6.0,16.0,0.0,0.0,0.0,5.0,2.0,19.0,0.0,1.0,8770,1
1.8306784057617187,4.0,12.0,8.0,29.3,7.94,11.0,15.0,97.0,0.0,26.0,20.0,4.0,35.4,4.27,99.0,11.0,18.0,8.0,26.43,1.02,5018.4,682.217109375,24.0,1.0,23.0,0.0,4.0,0.0,3.0,3.0,26.0,0.0,1.3,8770,0
1.827950439453125,2.0,15.0,6.0,24.28,3.28,16.0,12.0,94.0,0.0,17.0,21.0,9.0,25.35,3.13,87.0,8.0,11.0,6.0,23.89,91.0,4616.96,645.3921484375,37.0,0.0,15.0,0.0,1.0,0.0,3.0,3.0,17.0,0.0,0.81,8770,1
2.274563751220703,2.0,21.0,4.0,29.91,3.73,24.0,20.0,95.0,65.0,15.0,25.0,7.0,25.7,3.09,80.0,5.0,11.0,4.0,22.66,31.0,4691.36,791.217890625,27.0,1.0,10.0,1.0,0.0,0.0,2.0,2.0,14.0,0.0,0.6,8770,0
1.647729949951172,6.0,12.0,9.0,25.62,4.62,9.0,8.0,92.0,1.46,25.0,21.0,9.0,45.15,3.52,1.18,13.0,16.0,9.0,32.29,0.0,4979.84,572.500703125,99.0,4.0,19.0,0.0,1.0,1.0,3.0,9.0,23.0,1.0,1.19,8770,1
1.653386993408203,3.0,15.0,3.0,22.36,4.06,17.0,15.0,91.0,0.0,18.0,18.0,8.0,28.6,4.44,98.0,5.0,16.0,2.0,26.48,89.0,5149.28,555.119140625,31.0,0.0,12.0,0.0,1.0,0.0,6.0,3.0,18.0,0.0,1.0,11475,0
2.2275765991210927,4.0,18.0,6.0,29.63,4.39,13.0,13.0,97.0,45.0,26.0,24.0,9.0,42.1,3.71,1.14,10.0,17.0,9.0,28.78,0.0,4949.28,805.018125,51.0,8.0,22.0,0.0,2.0,0.0,6.0,4.0,26.0,0.0,1.08,11475,1
1.901309051513672,3.0,13.0,9.0,29.82,7.18,19.0,16.0,97.0,1.18,20.0,22.0,8.0,36.3,2.73,74.0,15.0,13.0,7.0,22.46,1.0,4960.48,643.00046875,53.0,11.0,18.0,1.0,0.0,0.0,5.0,3.0,19.0,1.0,0.91,11475,0
1.5017611694335937,4.0,14.0,3.0,21.42,4.42,13.0,12.0,94.0,0.0,17.0,17.0,8.0,37.6,3.98,96.0,8.0,14.0,3.0,25.61,34.0,5363.36,520.8845703125,1.01,1.0,15.0,0.0,2.0,1.0,4.0,5.0,17.0,3.0,1.0,11475,1
2.068104705810547,4.0,20.0,5.0,33.4,5.6,20.0,16.0,93.0,1.19,26.0,25.0,11.0,46.25,3.39,1.14,9.0,19.0,7.0,29.31,73.0,4713.92,666.401484375,50.0,9.0,24.0,0.0,0.0,1.0,6.0,8.0,26.0,0.0,1.04,11475,0
2.018087921142578,4.0,14.0,11.0,31.45,5.47,17.0,17.0,98.0,74.0,22.0,25.0,15.0,43.3,3.87,1.12,13.0,15.0,7.0,29.85,70.0,4596.16,717.76984375,63.0,9.0,16.0,0.0,0.0,1.0,5.0,8.0,22.0,1.0,0.88,11475,1
2.0136383056640623,6.0,22.0,7.0,32.98,3.97,25.0,22.0,97.0,0.0,22.0,29.0,5.0,31.05,3.1,1.03,6.0,13.0,9.0,29.34,100.0,4646.88,598.0744921875,40.0,3.0,17.0,0.0,1.0,0.0,5.0,4.0,22.0,1.0,0.76,11475,0
1.6923403930664063,6.0,15.0,5.0,27.42,7.16,7.0,11.0,92.0,0.0,29.0,20.0,3.0,39.95,3.98,26.0,9.0,24.0,5.0,31.69,1.29,4819.52,594.66921875,66.0,5.0,29.0,0.0,0.0,0.0,3.0,3.0,29.0,2.0,1.45,11475,1
1.6577537536621094,5.0,14.0,6.0,28.75,8.21,16.0,15.0,92.0,0.0,26.0,20.0,10.0,46.4,4.08,1.2,5.0,19.0,7.0,29.91,1.0,5285.44,588.87484375,89.0,2.0,19.0,0.0,1.0,0.0,3.0,5.0,26.0,4.0,1.3,11475,0
1.984337158203125,5.0,23.0,4.0,29.87,2.87,17.0,9.0,99.0,53.0,19.0,27.0,7.0,31.5,3.8,1.05,13.0,14.0,5.0,26.23,0.0,4786.88,692.751328125,40.0,3.0,17.0,0.0,0.0,0.0,3.0,4.0,19.0,1.0,0.7,11475,1
1.8371278381347655,10.0,18.0,5.0,30.13,6.81,14.0,15.0,98.0,1.2,28.0,23.0,7.0,41.4,3.21,1.21,9.0,25.0,3.0,30.73,0.0,4992.96,695.64828125,49.0,0.0,21.0,0.0,0.0,0.0,6.0,3.0,28.0,0.0,1.22,11475,0
1.6621592712402344,4.0,16.0,6.0,28.07,5.61,12.0,10.0,98.0,0.0,24.0,22.0,4.0,40.35,3.69,1.04,10.0,16.0,8.0,28.63,0.0,4946.88,575.6534765625,1.06,2.0,20.0,0.0,1.0,0.0,6.0,4.0,24.0,2.0,1.09,11475,1
1.923914337158203,5.0,16.0,10.0,29.7,3.4,23.0,12.0,92.0,84.0,24.0,26.0,14.0,37.8,4.56,1.33,17.0,15.0,9.0,30.37,2.0,4966.88,682.330703125,33.0,0.0,22.0,0.0,0.0,0.0,2.0,9.0,24.0,1.0,0.92,11475,0
1.8327043151855469,4.0,18.0,4.0,28.43,5.58,16.0,14.0,98.0,97.0,25.0,22.0,7.0,39.85,3.71,1.06,11.0,18.0,7.0,26.52,1.0,4692.8,699.794609375,61.0,0.0,21.0,0.0,0.0,0.0,8.0,5.0,25.0,0.0,1.14,11475,1
1.4230226135253907,4.0,11.0,9.0,25.97,5.67,19.0,17.0,94.0,0.0,23.0,20.0,10.0,39.45,3.65,1.02,14.0,19.0,4.0,30.52,0.0,5246.56,567.8986328125,59.0,3.0,19.0,0.0,1.0,1.0,6.0,6.0,23.0,0.0,1.15,11475,0
1.6873751831054689,3.0,21.0,9.0,35.17,5.07,8.0,7.0,90.0,0.0,21.0,30.0,8.0,41.3,4.67,20.0,15.0,11.0,10.0,33.14,0.0,4717.12,541.835703125,74.0,0.0,18.0,1.0,0.0,0.0,4.0,6.0,21.0,1.0,0.7,11475,1
1.7955119323730468,5.0,19.0,3.0,27.47,5.47,19.0,13.0,92.0,0.0,24.0,22.0,7.0,46.15,3.31,1.12,12.0,13.0,11.0,29.17,32.0,5588.64,720.4878125,1.25,8.0,18.0,0.0,1.0,0.0,4.0,5.0,20.0,2.0,1.09,11474,1
2.0921453857421874,3.0,19.0,11.0,35.38,4.8,15.0,14.0,94.0,88.0,22.0,30.0,13.0,31.75,3.34,1.08,11.0,19.0,3.0,30.58,12.0,5136.96,729.925625,5.0,0.0,11.0,0.0,2.0,1.0,6.0,3.0,19.0,1.0,0.73,11474,0
2.3038111877441407,4.0,23.0,10.0,39.01,4.75,17.0,16.0,94.0,1.04,21.0,33.0,8.0,28.8,4.25,1.22,6.0,14.0,7.0,30.92,0.0,4951.68,837.98703125,23.0,2.0,15.0,0.0,0.0,0.0,4.0,5.0,20.0,1.0,0.64,11474,1
1.9508346557617187,5.0,20.0,6.0,31.95,4.95,15.0,9.0,94.0,0.0,26.0,27.0,7.0,41.65,3.7,1.1,11.0,17.0,9.0,30.19,1.35,5277.44,690.442734375,78.0,0.0,22.0,0.0,1.0,0.0,5.0,3.0,26.0,0.0,0.96,11474,0
1.5870657348632813,6.0,16.0,3.0,27.17,5.75,17.0,16.0,91.0,0.0,25.0,19.0,6.0,41.25,3.54,1.08,15.0,17.0,8.0,31.98,90.0,5671.52,565.2908984375,84.0,3.0,21.0,1.0,1.0,2.0,2.0,5.0,22.0,2.0,1.32,11474,1
1.6159030151367189,5.0,11.0,8.0,28.6,8.88,16.0,13.0,94.0,0.0,29.0,19.0,4.0,52.1,5.44,1.23,15.0,25.0,4.0,33.53,1.0,5588.96,590.043203125,1.27,8.0,27.0,0.0,1.0,1.0,5.0,5.0,28.0,1.0,1.53,11474,0
2.1225767517089844,6.0,14.0,10.0,29.89,5.89,8.0,7.0,96.0,1.25,29.0,24.0,5.0,38.75,4.4,1.3,9.0,20.0,9.0,31.23,1.65,5368.16,815.08796875,30.0,1.0,15.0,0.0,0.0,0.0,8.0,5.0,26.0,0.0,1.21,11474,1
1.6782850646972656,4.0,14.0,10.0,28.85,4.77,15.0,14.0,86.0,92.0,21.0,24.0,7.0,38.6,3.32,1.03,7.0,11.0,10.0,26.37,0.0,5109.44,617.4656640625,76.0,8.0,16.0,0.0,1.0,0.0,7.0,5.0,17.0,0.0,0.88,11474,0
1.8057144165039065,3.0,7.0,5.0,12.94,94.0,13.0,13.0,91.0,0.0,14.0,12.0,4.0,29.0,1.36,56.0,5.0,10.0,4.0,15.17,31.0,3177.6,530.336171875,86.0,1.0,10.0,0.0,1.0,0.0,4.0,0.0,14.0,0.0,1.17,11474,1
2.05294662475586,2.0,13.0,7.0,20.51,1.0,13.0,10.0,89.0,63.0,10.0,20.0,5.0,14.2,2.0,61.0,6.0,5.0,5.0,15.07,1.77,3418.56,468.0358203125,7.0,1.0,8.0,0.0,0.0,0.0,5.0,4.0,11.0,0.0,0.5,11474,0
2.181448211669922,4.0,7.0,5.0,15.49,2.93,4.0,5.0,96.0,92.0,18.0,12.0,3.0,28.55,2.47,71.0,5.0,15.0,4.0,15.65,0.0,3724.96,662.008125,33.0,1.0,14.0,0.0,0.0,0.0,0.0,3.0,18.0,0.0,1.5,11474,1
2.272177276611328,3.0,15.0,1.0,18.99,2.41,9.0,6.0,97.0,0.0,15.0,16.0,0.0,21.5,1.49,52.0,6.0,9.0,6.0,14.65,19.0,3585.44,541.14421875,15.0,0.0,11.0,1.0,3.0,0.0,2.0,3.0,15.0,1.0,0.94,11474,0
1.4858734130859375,4.0,4.0,5.0,13.91,3.37,9.0,9.0,94.0,0.0,15.0,9.0,15.0,39.7,2.26,66.0,5.0,13.0,2.0,20.05,0.0,3930.88,425.8097265625,1.24,3.0,11.0,0.0,0.0,0.0,3.0,7.0,14.0,0.0,1.67,11474,1
1.8076174926757806,2.0,15.0,2.0,17.5,50.0,15.0,13.0,93.0,0.0,7.0,17.0,2.0,10.75,1.73,44.0,4.0,4.0,3.0,12.67,0.0,3541.12,408.5644921875,23.0,3.0,6.0,0.0,0.0,1.0,0.0,3.0,7.0,1.0,0.41,11474,0
2.0168806457519532,6.0,7.0,4.0,15.87,4.69,5.0,5.0,98.0,50.0,26.0,11.0,5.0,29.75,3.07,1.11,8.0,20.0,6.0,26.97,0.0,3933.12,583.688828125,25.0,0.0,18.0,0.0,0.0,0.0,5.0,3.0,25.0,0.0,2.36,11474,1
2.215225830078125,2.0,15.0,6.0,22.8,80.0,14.0,13.0,95.0,11.0,12.0,20.0,5.0,21.7,1.46,57.0,8.0,7.0,5.0,15.51,0.0,3380.8,474.74484375,22.0,1.0,11.0,0.0,0.0,0.0,3.0,3.0,12.0,0.0,0.6,11474,0
1.7273545837402344,5.0,14.0,6.0,24.59,3.95,11.0,9.0,93.0,0.0,27.0,20.0,8.0,51.25,4.16,1.34,9.0,19.0,8.0,36.26,25.0,4790.72,644.29125,1.31,6.0,21.0,1.0,5.0,0.0,5.0,4.0,27.0,1.0,1.35,8771,1
1.7191229248046875,4.0,13.0,8.0,25.36,2.82,13.0,10.0,90.0,0.0,16.0,22.0,6.0,29.65,2.11,79.0,4.0,13.0,3.0,22.07,100.0,4957.76,661.889453125,69.0,5.0,14.0,0.0,0.0,0.0,3.0,4.0,16.0,0.0,0.73,8771,0
1.9577346801757807,5.0,17.0,3.0,24.02,3.02,13.0,11.0,94.0,1.19,23.0,20.0,5.0,44.2,2.9,1.03,6.0,18.0,5.0,26.37,95.0,4802.88,746.373046875,97.0,6.0,14.0,0.0,2.0,1.0,4.0,6.0,23.0,0.0,1.15,8771,1
1.6408140563964844,4.0,16.0,3.0,28.07,7.19,12.0,11.0,96.0,0.0,26.0,19.0,8.0,52.7,4.54,1.28,13.0,22.0,4.0,34.08,30.0,5191.84,632.586171875,1.47,6.0,24.0,0.0,1.0,0.0,7.0,8.0,26.0,2.0,1.37,8771,0
1.815336303710937,6.0,16.0,7.0,27.78,4.78,14.0,13.0,94.0,0.0,24.0,23.0,4.0,36.5,4.09,1.15,14.0,21.0,3.0,30.56,35.0,4631.52,659.31890625,56.0,4.0,19.0,0.0,3.0,0.0,5.0,6.0,25.0,1.0,1.04,8771,1
2.0769276428222656,6.0,21.0,6.0,34.37,6.79,8.0,7.0,95.0,78.0,27.0,27.0,5.0,32.1,3.35,1.04,7.0,18.0,9.0,25.93,2.0,4536.32,778.553203125,16.0,3.0,21.0,0.0,1.0,0.0,2.0,4.0,27.0,0.0,1.0,8771,0
1.860837554931641,3.0,16.0,5.0,26.09,3.89,10.0,7.0,96.0,86.0,18.0,21.0,7.0,25.15,2.74,80.0,8.0,12.0,6.0,20.31,76.0,4801.12,713.849609375,24.0,1.0,14.0,0.0,0.0,0.0,3.0,5.0,18.0,0.0,0.86,8771,1
2.0339208984375,2.0,20.0,5.0,27.02,1.66,19.0,13.0,90.0,75.0,15.0,25.0,4.0,28.5,2.7,76.0,3.0,10.0,5.0,18.09,0.0,4673.6,744.1496875,50.0,2.0,9.0,0.0,0.0,0.0,4.0,2.0,13.0,0.0,0.6,8771,0
1.6419186401367187,4.0,14.0,12.0,31.87,5.22,14.0,12.0,96.0,0.0,31.0,26.0,12.0,41.45,5.57,1.32,24.0,22.0,9.0,37.02,99.0,6050.72,743.50890625,22.0,1.0,25.0,0.0,5.0,0.0,7.0,8.0,30.0,0.0,1.19,8771,1
1.8379458618164066,4.0,17.0,8.0,32.52,7.16,22.0,19.0,92.0,0.0,24.0,25.0,12.0,42.1,4.25,1.1,9.0,19.0,5.0,30.33,4.0,6047.84,837.887578125,71.0,1.0,20.0,0.0,4.0,0.0,4.0,4.0,24.0,1.0,0.96,8771,0
1.6743902587890624,10.0,20.0,3.0,29.59,6.59,18.0,15.0,93.0,1.14,26.0,23.0,9.0,61.65,4.15,1.22,20.0,19.0,7.0,31.24,2.0,6047.2,747.817890625,1.99,6.0,22.0,0.0,3.0,0.0,5.0,4.0,26.0,1.0,1.13,8771,1
1.6832980346679687,4.0,17.0,11.0,35.55,7.47,17.0,15.0,94.0,0.0,27.0,28.0,10.0,40.05,6.43,1.33,14.0,20.0,7.0,36.45,0.0,5996.64,688.212734375,43.0,1.0,22.0,1.0,3.0,0.0,6.0,10.0,27.0,0.0,0.96,8771,0
1.7029534912109374,4.0,23.0,6.0,32.72,3.39,22.0,19.0,92.0,0.0,23.0,29.0,12.0,38.3,5.12,1.1,18.0,12.0,11.0,31.89,1.77,5813.76,738.33125,48.0,1.0,21.0,0.0,4.0,1.0,4.0,4.0,23.0,5.0,0.79,8771,1
1.8804461669921875,3.0,25.0,9.0,36.67,2.67,9.0,14.0,95.0,1.15,27.0,34.0,14.0,46.0,5.34,1.36,12.0,16.0,11.0,31.87,1.0,5671.84,849.674296875,50.0,2.0,22.0,0.0,2.0,2.0,4.0,4.0,26.0,0.0,0.79,8771,0
1.7476385498046876,6.0,18.0,7.0,34.01,5.89,14.0,12.0,93.0,1.86,38.0,25.0,6.0,52.15,5.17,1.67,9.0,26.0,12.0,42.32,0.0,5928.96,810.555625,50.0,2.0,29.0,0.0,0.0,1.0,4.0,10.0,37.0,1.0,1.52,8771,1
1.76797607421875,4.0,20.0,11.0,37.78,5.36,15.0,7.0,92.0,1.02,25.0,31.0,6.0,45.3,3.29,1.08,9.0,20.0,5.0,26.76,0.0,5706.56,789.322578125,93.0,3.0,22.0,0.0,1.0,1.0,7.0,3.0,24.0,0.0,0.81,8771,0
2.0607452392578125,3.0,22.0,6.0,30.74,2.36,9.0,8.0,95.0,50.0,14.0,28.0,6.0,26.3,3.41,80.0,14.0,8.0,6.0,20.43,0.0,4226.88,711.320390625,48.0,2.0,12.0,0.0,1.0,0.0,2.0,2.0,14.0,0.0,0.5,8765,1
