averageSpeed,highestStreak,untradedDeaths,tradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,hillTime,contestedHillTime,totalInVictimFovKills,totalFirstBloodKills,totalLongshotKills,totalPointblankKills,totalRevengeKills,totalRotationKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,winner
1.952928161621093,4.0,18.0,10.0,33.26,5.26,20.0,14.0,94.0,1.42,26.0,28.0,7.0,41.85,4.19,1.21,13.0,15.0,11.0,28.12,0.0,5168.8,785.003046875,66.0,3.0,21.0,0.0,1.0,0.0,5.0,5.0,26.0,1.0,0.93,1
1.6434010314941403,3.0,17.0,8.0,29.11,4.11,21.0,22.0,90.0,0.0,18.0,25.0,7.0,35.05,3.56,90.0,10.0,14.0,4.0,25.35,61.0,5332.0,629.33296875,80.0,5.0,17.0,1.0,1.0,0.0,5.0,6.0,18.0,1.0,0.72,0
1.6105270385742188,6.0,14.0,5.0,26.35,6.09,18.0,16.0,91.0,0.0,26.0,19.0,10.0,48.55,3.54,1.04,16.0,21.0,5.0,31.07,38.0,5290.56,620.8553125,1.26,0.0,19.0,0.0,0.0,0.0,5.0,8.0,24.0,1.0,1.37,1
1.8750860595703125,3.0,18.0,11.0,33.78,4.78,15.0,16.0,95.0,1.14,28.0,29.0,8.0,36.65,4.19,1.36,21.0,16.0,12.0,34.83,1.0,5116.48,751.939921875,24.0,1.0,23.0,0.0,0.0,1.0,6.0,5.0,27.0,1.0,0.97,0
1.653386993408203,3.0,15.0,3.0,22.36,4.06,17.0,15.0,91.0,0.0,18.0,18.0,8.0,28.6,4.44,98.0,5.0,16.0,2.0,26.48,89.0,5149.28,555.119140625,31.0,0.0,12.0,0.0,1.0,0.0,6.0,3.0,18.0,0.0,1.0,0
2.2275765991210927,4.0,18.0,6.0,29.63,4.39,13.0,13.0,97.0,45.0,26.0,24.0,9.0,42.1,3.71,1.14,10.0,17.0,9.0,28.78,0.0,4949.28,805.018125,51.0,8.0,22.0,0.0,2.0,0.0,6.0,4.0,26.0,0.0,1.08,1
1.901309051513672,3.0,13.0,9.0,29.82,7.18,19.0,16.0,97.0,1.18,20.0,22.0,8.0,36.3,2.73,74.0,15.0,13.0,7.0,22.46,1.0,4960.48,643.00046875,53.0,11.0,18.0,1.0,0.0,0.0,5.0,3.0,19.0,1.0,0.91,0
1.5017611694335935,4.0,14.0,3.0,21.42,4.42,13.0,12.0,94.0,0.0,17.0,17.0,8.0,37.6,3.98,96.0,8.0,14.0,3.0,25.61,34.0,5363.36,520.8845703125,1.01,1.0,15.0,0.0,2.0,1.0,4.0,5.0,17.0,3.0,1.0,1
2.068104705810547,4.0,20.0,5.0,33.4,5.6,20.0,16.0,93.0,1.19,26.0,25.0,11.0,46.25,3.39,1.14,9.0,19.0,7.0,29.31,73.0,4713.92,666.401484375,50.0,9.0,24.0,0.0,0.0,1.0,6.0,8.0,26.0,0.0,1.04,0
2.018087921142578,4.0,14.0,11.0,31.45,5.47,17.0,17.0,98.0,74.0,22.0,25.0,15.0,43.3,3.87,1.12,13.0,15.0,7.0,29.85,70.0,4596.16,717.76984375,63.0,9.0,16.0,0.0,0.0,1.0,5.0,8.0,22.0,1.0,0.88,1
2.0136383056640623,6.0,22.0,7.0,32.98,3.97,25.0,22.0,97.0,0.0,22.0,29.0,5.0,31.05,3.1,1.03,6.0,13.0,9.0,29.34,100.0,4646.88,598.0744921875,40.0,3.0,17.0,0.0,1.0,0.0,5.0,4.0,22.0,1.0,0.76,0
1.6923403930664065,6.0,15.0,5.0,27.42,7.16,7.0,11.0,92.0,0.0,29.0,20.0,3.0,39.95,3.98,26.0,9.0,24.0,5.0,31.69,1.29,4819.52,594.66921875,66.0,5.0,29.0,0.0,0.0,0.0,3.0,3.0,29.0,2.0,1.45,1
1.6577537536621094,5.0,14.0,6.0,28.75,8.21,16.0,15.0,92.0,0.0,26.0,20.0,10.0,46.4,4.08,1.2,5.0,19.0,7.0,29.91,1.0,5285.44,588.87484375,89.0,2.0,19.0,0.0,1.0,0.0,3.0,5.0,26.0,4.0,1.3,0
1.984337158203125,5.0,23.0,4.0,29.87,2.87,17.0,9.0,99.0,53.0,19.0,27.0,7.0,31.5,3.8,1.05,13.0,14.0,5.0,26.23,0.0,4786.88,692.751328125,40.0,3.0,17.0,0.0,0.0,0.0,3.0,4.0,19.0,1.0,0.7,1
1.837127838134765,10.0,18.0,5.0,30.13,6.81,14.0,15.0,98.0,1.2,28.0,23.0,7.0,41.4,3.21,1.21,9.0,25.0,3.0,30.73,0.0,4992.96,695.64828125,49.0,0.0,21.0,0.0,0.0,0.0,6.0,3.0,28.0,0.0,1.22,0
1.6621592712402344,4.0,16.0,6.0,28.07,5.61,12.0,10.0,98.0,0.0,24.0,22.0,4.0,40.35,3.69,1.04,10.0,16.0,8.0,28.63,0.0,4946.88,575.6534765625,1.06,2.0,20.0,0.0,1.0,0.0,6.0,4.0,24.0,2.0,1.09,1
1.923914337158203,5.0,16.0,10.0,29.7,3.4,23.0,12.0,92.0,84.0,24.0,26.0,14.0,37.8,4.56,1.33,17.0,15.0,9.0,30.37,2.0,4966.88,682.330703125,33.0,0.0,22.0,0.0,0.0,0.0,2.0,9.0,24.0,1.0,0.92,0
1.8327043151855469,4.0,18.0,4.0,28.43,5.58,16.0,14.0,98.0,97.0,25.0,22.0,7.0,39.85,3.71,1.06,11.0,18.0,7.0,26.52,1.0,4692.8,699.794609375,61.0,0.0,21.0,0.0,0.0,0.0,8.0,5.0,25.0,0.0,1.14,1
1.4230226135253907,4.0,11.0,9.0,25.97,5.67,19.0,17.0,94.0,0.0,23.0,20.0,10.0,39.45,3.65,1.02,14.0,19.0,4.0,30.52,0.0,5246.56,567.8986328125,59.0,3.0,19.0,0.0,1.0,1.0,6.0,6.0,23.0,0.0,1.15,0
1.6873751831054689,3.0,21.0,9.0,35.17,5.07,8.0,7.0,90.0,0.0,21.0,30.0,8.0,41.3,4.67,20.0,15.0,11.0,10.0,33.14,0.0,4717.12,541.835703125,74.0,0.0,18.0,1.0,0.0,0.0,4.0,6.0,21.0,1.0,0.7,1
1.7955119323730468,5.0,19.0,3.0,27.47,5.47,19.0,13.0,92.0,0.0,24.0,22.0,7.0,46.15,3.31,1.12,12.0,13.0,11.0,29.17,32.0,5588.64,720.4878125,1.25,8.0,18.0,0.0,1.0,0.0,4.0,5.0,20.0,2.0,1.09,1
