averageSpeed,highestStreak,untradedDeaths,tradedDeaths,inapplicableTradedKills,inapplicableTradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,totalInVictimFovKills,totalFirstBloodKills,totalLongshotKills,totalPointblankKills,totalRevengeKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,totalObjectivesCaptured,objectiveTiersContributed,matchGame.matchId,winner
2.153990173339844,5.0,11.0,5.0,0.0,0.0,18.78,2.78,13.0,4.0,95.0,95.0,17.0,16.0,5.0,21.0,2.67,64.0,6.0,12.0,5.0,17.04,77.0,4390.24,657.403203125,15.0,0.0,0.0,1.0,3.0,17.0,0.0,1.06,1.0,4.0,8762,1
1.8966172790527345,1.0,12.0,3.0,0.0,0.0,18.36,3.16,12.0,8.0,96.0,0.0,6.0,15.0,7.0,11.0,1.9,40.0,0.0,6.0,0.0,10.52,1.0,4486.08,604.87765625,5.0,0.0,0.0,0.0,1.0,6.0,1.0,0.4,2.0,3.0,8762,0
1.6053466796875,6.0,9.0,3.0,0.0,0.0,14.23,1.98,12.0,11.0,95.0,5.0,14.0,12.0,5.0,19.25,2.9,70.0,10.0,10.0,4.0,19.01,0.0,4601.12,534.9777734375,12.0,0.0,1.0,0.0,2.0,14.0,1.0,1.17,1.0,4.0,8762,1
2.1771783447265625,3.0,17.0,2.0,0.0,0.0,24.02,4.48,8.0,6.0,97.0,99.0,23.0,19.0,2.0,25.25,2.81,90.0,6.0,12.0,11.0,23.61,0.0,4270.24,663.463125,17.0,0.0,0.0,0.0,10.0,23.0,2.0,1.21,1.0,0.0,8762,0
1.9054981994628903,5.0,8.0,7.0,0.0,0.0,18.43,2.59,16.0,12.0,95.0,99.0,21.0,15.0,3.0,26.75,2.44,84.0,8.0,17.0,4.0,22.92,0.0,5280.16,717.871640625,21.0,0.0,0.0,0.0,2.0,21.0,2.0,1.4,2.0,6.0,11473,1
1.9716119384765625,4.0,14.0,4.0,0.0,1.0,21.32,2.32,12.0,6.0,92.0,0.0,15.0,19.0,4.0,19.05,2.44,75.0,9.0,10.0,5.0,21.28,1.0,5084.48,677.22578125,12.0,0.0,1.0,0.0,3.0,15.0,0.0,0.79,1.0,3.0,11473,0
1.9173863220214844,5.0,11.0,6.0,0.0,0.0,25.2,7.69,13.0,10.0,95.0,1.08,25.0,17.0,7.0,32.0,3.5,1.04,9.0,19.0,6.0,27.28,5.0,5211.2,682.403125,21.0,1.0,0.0,0.0,7.0,25.0,0.0,1.47,4.0,8.0,11473,1
1.9045233154296874,3.0,18.0,3.0,0.0,0.0,24.15,2.63,16.0,11.0,95.0,0.0,20.0,21.0,6.0,27.1,3.39,88.0,13.0,13.0,7.0,24.39,60.0,4959.68,639.06640625,18.0,0.0,0.0,0.0,4.0,19.0,3.0,0.95,1.0,2.0,11473,0
1.845741577148437,3.0,13.0,3.0,1.0,0.0,20.59,3.67,13.0,7.0,96.0,0.0,17.0,16.0,7.0,22.2,2.58,80.0,8.0,13.0,3.0,21.24,95.0,5224.32,628.4108984375,15.0,0.0,0.0,0.0,2.0,17.0,0.0,1.06,2.0,6.0,11473,1
1.9898602294921874,2.0,14.0,6.0,0.0,0.0,21.09,1.09,9.0,7.0,87.0,76.0,8.0,20.0,12.0,13.75,2.43,61.0,2.0,5.0,3.0,16.18,0.0,4917.12,662.587109375,5.0,1.0,0.0,0.0,1.0,8.0,2.0,0.4,1.0,1.0,11473,0
1.844622497558593,8.0,13.0,5.0,0.0,0.0,23.26,5.26,17.0,11.0,91.0,0.0,15.0,18.0,5.0,17.05,2.81,64.0,6.0,11.0,4.0,19.64,1.08,5023.52,605.6127734375,12.0,1.0,0.0,0.0,1.0,14.0,1.0,0.83,2.0,5.0,11473,1
2.1901637268066407,4.0,14.0,4.0,0.0,0.0,25.14,6.64,14.0,11.0,97.0,90.0,23.0,18.0,1.0,25.5,3.12,94.0,10.0,17.0,6.0,23.55,1.0,4962.4,771.311171875,17.0,0.0,0.0,1.0,4.0,23.0,2.0,1.28,1.0,1.0,11473,0
2.501539306640625,5.0,14.0,10.0,0.0,0.0,26.89,2.89,11.0,9.0,98.0,68.0,18.0,24.0,4.0,22.75,4.1,88.0,9.0,11.0,7.0,24.14,0.0,5244.8,883.895390625,14.0,1.0,0.0,0.0,6.0,18.0,0.0,0.75,1.0,2.0,11472,1
1.9710099792480469,4.0,9.0,6.0,0.0,0.0,20.94,5.94,10.0,9.0,95.0,1.05,22.0,15.0,5.0,27.75,4.12,1.07,9.0,18.0,4.0,26.68,2.0,5589.92,714.800390625,19.0,1.0,4.0,0.0,5.0,22.0,0.0,1.47,2.0,3.0,11472,0
2.044853057861328,3.0,21.0,2.0,1.0,0.0,28.77,4.3,9.0,12.0,96.0,0.0,15.0,23.0,5.0,18.0,3.81,92.0,12.0,10.0,4.0,24.73,8.0,5302.56,712.45140625,12.0,0.0,3.0,0.0,3.0,15.0,1.0,0.65,0.0,1.0,11472,1
1.819903564453125,5.0,12.0,5.0,0.0,0.0,20.92,3.92,9.0,8.0,91.0,0.0,26.0,17.0,5.0,34.1,4.16,1.03,12.0,21.0,5.0,26.56,1.0,5560.96,620.36046875,20.0,0.0,9.0,0.0,5.0,26.0,2.0,1.53,2.0,6.0,11472,0
2.703435363769531,2.0,21.0,3.0,0.0,0.0,28.94,3.86,17.0,12.0,98.0,96.0,12.0,24.0,3.0,13.25,2.23,71.0,9.0,9.0,3.0,18.25,0.0,5176.0,907.44859375,7.0,1.0,0.0,0.0,3.0,12.0,0.0,0.5,1.0,5.0,11472,1
2.212211151123047,11.0,12.0,3.0,0.0,1.0,25.61,8.65,15.0,13.0,96.0,1.31,25.0,16.0,4.0,32.0,4.12,1.17,16.0,17.0,8.0,28.4,1.0,5651.84,793.156328125,19.0,1.0,0.0,2.0,4.0,25.0,0.0,1.56,3.0,8.0,11472,0
2.141244659423828,6.0,16.0,4.0,0.0,0.0,26.04,6.04,7.0,10.0,94.0,0.0,19.0,20.0,5.0,24.05,2.99,15.0,17.0,14.0,5.0,22.38,31.0,5435.36,747.40171875,15.0,0.0,3.0,0.0,2.0,19.0,0.0,0.95,1.0,4.0,11472,1
2.0171730041503904,4.0,11.0,5.0,0.0,0.0,22.07,6.07,14.0,9.0,95.0,0.0,18.0,16.0,12.0,25.9,3.49,1.04,7.0,16.0,2.0,28.61,0.0,5475.36,701.084140625,17.0,0.0,4.0,0.0,1.0,18.0,3.0,1.13,2.0,3.0,11472,0
1.5375871276855468,6.0,14.0,6.0,0.0,0.0,25.09,4.78,19.0,15.0,91.0,0.0,23.0,20.0,7.0,34.0,3.3,1.02,13.0,19.0,4.0,31.3,1.0,7442.88,793.576953125,22.0,0.0,1.0,1.0,4.0,22.0,0.0,1.15,4.0,11.0,8763,0
2.1036212158203127,4.0,18.0,7.0,0.0,0.0,33.2,6.34,16.0,13.0,95.0,2.13,23.0,25.0,11.0,30.25,4.25,1.14,9.0,14.0,9.0,28.37,17.0,7275.36,1087.631328125,21.0,2.0,1.0,0.0,5.0,23.0,0.0,0.92,1.0,2.0,8763,1
2.1127218627929687,4.0,24.0,7.0,0.0,0.0,38.13,6.41,15.0,6.0,95.0,1.31,27.0,31.0,4.0,33.0,3.39,1.15,9.0,18.0,9.0,27.56,1.0,7003.68,1006.67890625,21.0,0.0,1.0,1.0,4.0,27.0,2.0,0.87,2.0,4.0,8763,0
1.8826629638671875,4.0,20.0,6.0,1.0,0.0,30.31,3.86,18.0,11.0,95.0,0.0,34.0,26.0,9.0,41.75,4.97,1.53,14.0,25.0,8.0,40.88,0.0,7159.84,946.773203125,32.0,1.0,1.0,0.0,10.0,34.0,4.0,1.31,1.0,6.0,8763,1
1.8347433471679688,4.0,18.0,9.0,0.0,0.0,31.35,4.05,18.0,16.0,94.0,0.0,24.0,27.0,11.0,30.5,4.37,1.11,5.0,21.0,3.0,28.79,53.0,7079.2,927.5675,18.0,0.0,2.0,2.0,4.0,24.0,1.0,0.89,1.0,5.0,8763,0
1.9521597290039066,4.0,16.0,5.0,0.0,0.0,27.95,6.95,13.0,11.0,94.0,1.23,34.0,21.0,6.0,39.75,4.03,1.52,10.0,23.0,11.0,39.95,0.0,7483.2,1041.113984375,28.0,2.0,0.0,0.0,7.0,34.0,1.0,1.62,1.0,2.0,8763,1
2.2548982238769533,2.0,24.0,11.0,0.0,1.0,38.58,1.71,14.0,8.0,94.0,1.16,12.0,36.0,10.0,17.25,3.6,87.0,11.0,8.0,4.0,21.89,0.0,6738.08,1110.918046875,10.0,0.0,0.0,0.0,2.0,12.0,0.0,0.33,3.0,1.0,8763,0
1.6769195556640626,8.0,12.0,2.0,0.0,0.0,18.25,3.84,13.0,9.0,93.0,0.0,23.0,14.0,5.0,29.5,4.08,88.0,9.0,18.0,5.0,23.4,0.0,7835.68,882.755390625,17.0,0.0,1.0,0.0,3.0,23.0,1.0,1.64,2.0,6.0,8763,1
2.164036865234375,3.0,12.0,2.0,0.0,0.0,15.01,0.0,13.0,13.0,97.0,40.0,12.0,14.0,7.0,17.25,2.17,61.0,9.0,10.0,2.0,15.86,1.0,4163.2,591.6504296875,8.0,0.0,1.0,0.0,3.0,12.0,0.0,0.86,1.0,3.0,8788,0
1.961913146972656,1.0,13.0,1.0,0.0,0.0,19.34,5.14,12.0,8.0,89.0,0.0,7.0,14.0,2.0,9.3,1.85,33.0,6.0,4.0,3.0,9.74,1.0,4166.4,517.3792578125,6.0,0.0,1.0,0.0,2.0,7.0,1.0,0.5,1.0,4.0,8788,1
1.510969696044922,5.0,6.0,4.0,0.0,0.0,15.5,5.3,5.0,8.0,89.0,0.0,14.0,10.0,5.0,18.1,3.8,81.0,13.0,12.0,2.0,22.65,0.0,4374.72,385.0784765625,12.0,1.0,6.0,0.0,2.0,14.0,1.0,1.4,1.0,3.0,8788,0
2.5602487182617186,3.0,12.0,6.0,0.0,0.0,23.25,4.87,7.0,12.0,97.0,92.0,15.0,18.0,5.0,18.25,2.14,65.0,9.0,13.0,2.0,18.22,44.0,4004.8,693.504140625,14.0,0.0,0.0,1.0,1.0,15.0,0.0,0.83,1.0,3.0,8788,1
2.177029876708984,3.0,11.0,2.0,0.0,0.0,16.41,2.53,14.0,13.0,97.0,95.0,17.0,13.0,4.0,22.25,2.9,89.0,12.0,11.0,6.0,20.19,23.0,4216.96,589.8730078125,13.0,1.0,1.0,1.0,4.0,17.0,0.0,1.31,1.0,6.0,8788,0
1.838452606201172,4.0,10.0,3.0,0.0,0.0,17.94,4.13,12.0,12.0,97.0,0.0,7.0,13.0,4.0,9.15,2.7,50.0,4.0,6.0,1.0,11.4,0.0,4216.32,444.8766796875,7.0,0.0,5.0,0.0,2.0,7.0,1.0,0.54,0.0,1.0,8788,1
1.813782958984375,7.0,4.0,4.0,0.0,0.0,11.61,2.56,8.0,8.0,95.0,0.0,21.0,8.0,2.0,24.85,2.77,91.0,13.0,17.0,4.0,22.96,0.0,4484.16,535.3595703125,18.0,0.0,6.0,0.0,2.0,21.0,1.0,2.63,1.0,5.0,8788,0
2.3660646057128902,2.0,15.0,4.0,0.0,0.0,21.58,2.58,2.0,4.0,93.0,81.0,16.0,19.0,2.0,19.0,2.42,80.0,5.0,10.0,6.0,18.93,0.0,3945.92,633.0598828125,13.0,1.0,2.0,0.0,3.0,16.0,0.0,0.84,1.0,1.0,8788,1
1.8430097961425782,3.0,15.0,3.0,0.0,0.0,22.13,2.73,15.0,14.0,94.0,0.0,20.0,18.0,6.0,26.75,3.55,87.0,7.0,17.0,3.0,25.5,3.0,8037.28,737.64390625,15.0,0.0,1.0,0.0,1.0,20.0,0.0,1.11,1.0,5.0,8749,0
2.368086700439453,4.0,17.0,3.0,0.0,0.0,26.28,4.28,14.0,10.0,96.0,1.26,22.0,20.0,5.0,25.5,3.35,93.0,7.0,15.0,7.0,23.23,0.0,7808.96,993.2346875,15.0,2.0,1.0,0.0,4.0,22.0,0.0,1.1,1.0,4.0,8749,1
1.8327256774902343,5.0,9.0,6.0,0.0,0.0,21.18,6.18,14.0,10.0,98.0,0.0,20.0,15.0,7.0,23.5,3.84,87.0,7.0,19.0,1.0,23.15,59.0,8160.96,825.411953125,15.0,0.0,7.0,0.0,2.0,21.0,0.0,1.33,1.0,2.0,8749,0
2.3689654541015623,5.0,23.0,1.0,0.0,0.0,29.82,5.82,23.0,12.0,98.0,1.7,22.0,24.0,10.0,26.75,3.3,100.0,14.0,17.0,5.0,25.26,1.1,7766.88,950.7575,17.0,0.0,0.0,1.0,3.0,24.0,0.0,0.92,1.0,0.0,8749,1
2.5790231323242185,7.0,21.0,8.0,0.0,0.0,33.57,3.57,20.0,10.0,96.0,1.09,21.0,29.0,7.0,26.5,2.88,1.01,9.0,16.0,5.0,25.7,1.0,7401.28,1031.22015625,17.0,2.0,3.0,0.0,4.0,21.0,0.0,0.72,1.0,3.0,8749,0
2.050550994873047,3.0,19.0,3.0,0.0,0.0,24.84,2.82,7.0,5.0,95.0,81.0,19.0,22.0,7.0,22.75,2.97,93.0,7.0,13.0,6.0,26.74,0.0,7795.52,839.243359375,15.0,0.0,3.0,2.0,2.0,19.0,0.0,0.86,0.0,2.0,8749,1
2.370351104736328,4.0,19.0,5.0,0.0,0.0,30.74,3.06,18.0,12.0,98.0,92.0,27.0,24.0,4.0,30.0,3.45,1.24,6.0,21.0,6.0,30.89,1.02,7637.12,953.517421875,24.0,0.0,2.0,2.0,8.0,28.0,0.0,1.13,1.0,1.0,8749,0
1.9138577270507806,3.0,14.0,8.0,0.0,0.0,25.42,2.3,21.0,17.0,92.0,0.0,23.0,22.0,4.0,28.25,4.28,1.09,9.0,19.0,4.0,30.74,1.0,7794.88,773.376875,18.0,1.0,2.0,0.0,6.0,23.0,0.0,1.05,1.0,3.0,8749,1
2.4839212036132805,2.0,12.0,4.0,0.0,0.0,19.69,3.23,12.0,12.0,96.0,76.0,9.0,16.0,3.0,11.5,2.0,53.0,5.0,6.0,3.0,12.34,0.0,3776.48,646.900234375,7.0,0.0,0.0,0.0,2.0,9.0,0.0,0.56,0.0,0.0,8761,0
1.9078233337402344,5.0,7.0,1.0,0.0,0.0,12.84,3.84,9.0,7.0,97.0,91.0,18.0,8.0,3.0,21.25,2.69,83.0,6.0,15.0,3.0,21.08,0.0,4124.96,586.2867578125,15.0,0.0,3.0,0.0,2.0,18.0,1.0,2.25,2.0,4.0,8761,1
2.2314791870117188,3.0,12.0,3.0,0.0,0.0,16.54,1.54,3.0,2.0,97.0,44.0,8.0,15.0,3.0,9.25,2.2,49.0,7.0,7.0,1.0,13.15,0.0,3811.36,585.48875,8.0,1.0,1.0,0.0,0.0,8.0,0.0,0.53,0.0,0.0,8761,0
1.5454457092285157,6.0,6.0,4.0,0.0,0.0,13.84,3.84,4.0,4.0,93.0,0.0,14.0,10.0,3.0,19.75,1.96,61.0,7.0,9.0,5.0,15.71,21.0,4073.12,439.5576953125,12.0,0.0,2.0,0.0,2.0,15.0,1.0,1.4,4.0,9.0,8761,1
2.223807830810547,7.0,7.0,4.0,0.0,0.0,15.01,3.67,10.0,10.0,97.0,15.0,13.0,11.0,4.0,16.5,1.74,55.0,6.0,12.0,1.0,16.21,32.0,4020.32,572.574609375,6.0,0.0,1.0,0.0,2.0,13.0,0.0,1.18,0.0,0.0,8761,0
2.285024871826172,2.0,15.0,1.0,0.0,0.0,18.1,1.27,17.0,11.0,93.0,60.0,12.0,16.0,3.0,16.0,2.14,65.0,5.0,8.0,4.0,14.76,26.0,3757.28,578.9703125,11.0,1.0,2.0,0.0,2.0,12.0,2.0,0.75,2.0,7.0,8761,1
2.4954206848144533,5.0,11.0,5.0,0.0,0.0,18.26,2.26,15.0,6.0,97.0,59.0,13.0,16.0,6.0,16.25,1.86,64.0,5.0,11.0,2.0,16.77,0.0,3795.52,638.101875,8.0,1.0,0.0,0.0,3.0,13.0,0.0,0.81,0.0,0.0,8761,0
1.9717279052734369,4.0,8.0,1.0,0.0,0.0,14.46,3.67,11.0,7.0,99.0,0.0,14.0,9.0,5.0,20.5,2.3,69.0,1.0,10.0,4.0,17.63,30.0,4126.4,560.639375,12.0,0.0,2.0,0.0,2.0,14.0,5.0,1.56,3.0,6.0,8761,1
2.0500862121582033,6.0,16.0,5.0,1.0,0.0,29.6,8.07,19.0,16.0,90.0,1.19,18.0,21.0,5.0,22.25,3.22,89.0,3.0,14.0,3.0,23.79,1.0,7186.4,1021.061953125,13.0,0.0,1.0,0.0,3.0,18.0,0.0,0.86,4.0,6.0,8775,1
2.0032644653320313,5.0,15.0,3.0,0.0,0.0,28.83,10.75,18.0,18.0,96.0,1.6,22.0,18.0,5.0,29.5,3.77,1.1,10.0,17.0,5.0,27.18,30.0,7360.64,1031.50171875,18.0,1.0,2.0,0.0,6.0,22.0,1.0,1.22,2.0,4.0,8775,0
2.001335601806641,5.0,15.0,4.0,0.0,0.0,24.03,4.75,15.0,12.0,96.0,1.67,26.0,19.0,5.0,34.0,3.52,1.34,7.0,21.0,5.0,33.07,1.0,7308.0,1042.11859375,17.0,2.0,2.0,0.0,6.0,26.0,1.0,1.37,3.0,9.0,8775,1
2.3511065673828124,2.0,22.0,4.0,0.0,0.0,30.19,3.25,22.0,17.0,91.0,100.0,11.0,26.0,7.0,16.75,2.48,75.0,3.0,8.0,3.0,20.43,34.0,6927.36,1098.913046875,6.0,0.0,1.0,0.0,0.0,11.0,0.0,0.42,2.0,6.0,8775,0
1.6657644653320312,4.0,12.0,6.0,0.0,0.0,25.59,7.59,13.0,12.0,90.0,15.0,20.0,18.0,7.0,22.5,4.6,1.19,7.0,16.0,4.0,29.71,29.0,7347.2,844.368046875,18.0,0.0,4.0,0.0,5.0,20.0,2.0,1.11,2.0,4.0,8775,1
1.837401428222656,7.0,16.0,2.0,0.0,1.0,28.65,8.69,16.0,17.0,95.0,0.0,23.0,19.0,6.0,31.0,5.66,1.43,18.0,18.0,5.0,34.66,1.0,7344.32,918.057109375,19.0,1.0,6.0,1.0,0.0,23.0,2.0,1.21,2.0,4.0,8775,0
1.6504594421386718,6.0,14.0,4.0,0.0,0.0,23.96,5.22,15.0,17.0,87.0,0.0,23.0,18.0,4.0,26.5,4.59,1.11,8.0,17.0,6.0,29.62,0.0,7406.4,798.59984375,19.0,0.0,3.0,0.0,2.0,22.0,0.0,1.28,2.0,4.0,8775,1
2.4016363525390627,4.0,15.0,9.0,0.0,0.0,29.17,4.89,3.0,6.0,97.0,2.21,20.0,24.0,4.0,25.25,3.47,88.0,4.0,14.0,6.0,20.54,0.0,7081.12,1153.6096875,16.0,0.0,2.0,0.0,5.0,20.0,0.0,0.83,2.0,4.0,8775,0
1.8889599609375,7.0,9.0,5.0,0.0,0.0,17.57,3.2,11.0,10.0,97.0,0.0,21.0,14.0,1.0,22.4,2.78,81.0,4.0,18.0,3.0,21.98,0.0,5412.32,640.47328125,17.0,0.0,4.0,1.0,3.0,21.0,1.0,1.5,0.0,0.0,11471,1
1.7650984191894532,3.0,12.0,3.0,0.0,0.0,18.91,3.43,11.0,10.0,88.0,0.0,13.0,15.0,4.0,15.55,2.7,65.0,6.0,9.0,4.0,17.65,28.0,5344.16,565.5076953125,12.0,0.0,4.0,0.0,2.0,13.0,0.0,0.87,0.0,1.0,11471,0
2.4561688232421877,3.0,18.0,5.0,0.0,0.0,27.52,3.68,17.0,14.0,97.0,54.0,14.0,23.0,7.0,19.0,2.26,80.0,6.0,9.0,5.0,20.06,1.0,4920.0,822.00140625,12.0,0.0,1.0,0.0,4.0,14.0,0.0,0.61,2.0,3.0,11471,1
2.179877014160156,3.0,13.0,4.0,0.0,0.0,22.45,5.31,13.0,6.0,94.0,81.0,17.0,17.0,8.0,24.5,2.82,94.0,4.0,12.0,5.0,23.78,0.0,5205.28,755.117265625,13.0,0.0,2.0,1.0,5.0,17.0,1.0,1.0,1.0,3.0,11471,0
2.194959869384766,2.0,10.0,6.0,0.0,0.0,19.77,3.29,10.0,5.0,94.0,1.06,11.0,16.0,9.0,18.0,2.32,69.0,9.0,9.0,2.0,18.19,0.0,5134.56,759.691875,10.0,0.0,1.0,0.0,0.0,11.0,0.0,0.69,2.0,6.0,11471,1
1.94564193725586,4.0,10.0,5.0,0.0,0.0,21.07,4.54,14.0,13.0,95.0,0.0,19.0,15.0,4.0,23.0,2.57,75.0,12.0,13.0,6.0,21.21,0.0,5341.76,661.193359375,18.0,1.0,1.0,0.0,5.0,19.0,0.0,1.27,2.0,2.0,11471,0
2.059776306152344,5.0,16.0,3.0,0.0,0.0,21.94,2.94,15.0,11.0,96.0,0.0,12.0,19.0,2.0,14.2,2.17,66.0,6.0,9.0,3.0,17.19,29.0,5142.56,644.0570703125,10.0,0.0,4.0,0.0,2.0,12.0,0.0,0.63,2.0,0.0,11471,1
1.8692756652832032,7.0,10.0,1.0,0.0,0.0,15.28,3.97,5.0,9.0,93.0,1.05,23.0,11.0,3.0,26.0,3.04,97.0,14.0,19.0,4.0,23.86,1.0,5522.08,680.245625,16.0,2.0,0.0,1.0,2.0,23.0,0.0,2.09,0.0,2.0,11471,0
1.9744204711914066,3.0,23.0,1.0,0.0,0.0,27.75,2.63,13.0,10.0,93.0,0.0,26.0,24.0,3.0,32.0,3.68,1.2,11.0,15.0,11.0,32.42,53.0,5645.92,845.0165625,23.0,1.0,1.0,0.0,8.0,27.0,1.0,1.08,1.0,2.0,8760,1
2.3312020874023442,4.0,16.0,8.0,1.0,0.0,32.18,6.17,10.0,10.0,93.0,1.24,23.0,24.0,10.0,29.0,2.81,1.11,14.0,19.0,3.0,28.84,1.0,5789.6,921.246953125,18.0,0.0,0.0,0.0,3.0,23.0,0.0,0.96,0.0,1.0,8760,0
1.9987445068359369,4.0,16.0,5.0,0.0,1.0,27.34,4.1,14.0,11.0,95.0,96.0,19.0,22.0,10.0,27.25,3.67,96.0,7.0,16.0,3.0,27.51,0.0,5974.56,835.952890625,16.0,1.0,0.0,0.0,4.0,19.0,1.0,0.86,1.0,6.0,8760,1
1.7706788635253907,6.0,12.0,3.0,0.0,0.0,20.03,3.98,14.0,12.0,93.0,0.0,18.0,15.0,5.0,20.75,2.45,71.0,6.0,15.0,3.0,19.44,51.0,6263.36,755.393984375,15.0,1.0,5.0,0.0,2.0,16.0,2.0,1.2,1.0,3.0,8760,0
2.1203292846679687,3.0,20.0,5.0,0.0,1.0,29.19,3.19,10.0,7.0,98.0,78.0,16.0,26.0,9.0,25.25,3.03,88.0,9.0,11.0,5.0,21.26,71.0,5737.92,858.880546875,12.0,1.0,1.0,0.0,5.0,16.0,1.0,0.62,1.0,4.0,8760,1
2.3651687622070314,4.0,16.0,6.0,1.0,0.0,26.21,2.55,16.0,9.0,95.0,82.0,18.0,22.0,7.0,22.5,3.08,90.0,8.0,14.0,3.0,22.88,2.0,5947.36,936.57421875,16.0,0.0,0.0,0.0,3.0,18.0,0.0,0.82,1.0,3.0,8760,0
2.1846841430664066,4.0,16.0,6.0,0.0,0.0,27.34,4.34,12.0,12.0,95.0,1.25,18.0,22.0,6.0,24.25,2.99,1.02,5.0,14.0,4.0,23.49,1.0,5845.44,907.865234375,13.0,0.0,0.0,0.0,1.0,18.0,1.0,0.82,1.0,5.0,8760,1
1.7437248229980469,6.0,12.0,6.0,0.0,0.0,27.1,8.78,13.0,9.0,93.0,65.0,35.0,18.0,7.0,43.25,5.61,1.59,12.0,27.0,8.0,39.21,30.0,6144.16,716.70078125,30.0,0.0,4.0,0.0,6.0,34.0,3.0,1.94,1.0,4.0,8760,0
2.55140380859375,3.0,11.0,12.0,0.0,0.0,28.63,5.63,20.0,12.0,94.0,1.35,18.0,23.0,9.0,25.25,3.06,81.0,3.0,15.0,3.0,18.81,0.0,6162.72,1103.225078125,11.0,1.0,1.0,1.0,3.0,18.0,0.0,0.78,2.0,2.0,8764,0
2.622379150390625,2.0,23.0,4.0,0.0,0.0,32.02,2.99,13.0,14.0,97.0,82.0,23.0,27.0,7.0,28.0,3.37,1.21,16.0,15.0,8.0,31.52,0.0,6002.56,1055.4178125,23.0,1.0,2.0,1.0,4.0,23.0,2.0,0.85,1.0,1.0,8764,1
1.6653466796875,4.0,14.0,3.0,0.0,0.0,25.73,7.72,5.0,12.0,91.0,0.0,21.0,17.0,15.0,33.0,5.21,1.15,20.0,17.0,4.0,28.38,0.0,6569.12,715.01296875,20.0,1.0,9.0,0.0,2.0,21.0,4.0,1.24,3.0,6.0,8764,0
1.6641847229003905,3.0,12.0,5.0,0.0,0.0,21.41,3.51,16.0,7.0,95.0,0.0,18.0,17.0,5.0,22.75,3.57,84.0,11.0,13.0,5.0,21.89,1.0,6566.72,766.451640625,16.0,0.0,3.0,0.0,1.0,17.0,3.0,1.06,2.0,3.0,8764,1
2.2828515625,5.0,17.0,5.0,0.0,1.0,27.49,3.55,18.0,16.0,97.0,1.23,24.0,23.0,8.0,30.0,4.04,1.17,10.0,17.0,7.0,30.11,1.0,6269.12,941.302734375,19.0,0.0,3.0,0.0,7.0,24.0,0.0,1.04,2.0,4.0,8764,0
2.384374389648437,5.0,18.0,5.0,1.0,0.0,29.49,4.86,19.0,15.0,97.0,2.16,28.0,23.0,5.0,32.5,3.41,1.13,7.0,19.0,8.0,29.08,3.0,6240.96,996.9103125,25.0,0.0,2.0,0.0,6.0,28.0,0.0,1.22,2.0,5.0,8764,1
2.048448181152344,4.0,17.0,4.0,0.0,0.0,26.61,5.25,10.0,13.0,96.0,0.0,24.0,21.0,14.0,34.25,5.21,18.0,11.0,20.0,4.0,33.9,0.0,6279.2,891.339921875,19.0,1.0,7.0,0.0,4.0,24.0,1.0,1.14,2.0,4.0,8764,0
1.8657237243652345,2.0,16.0,4.0,0.0,0.0,28.67,6.67,15.0,13.0,93.0,0.0,15.0,20.0,7.0,19.75,4.4,98.0,25.0,12.0,3.0,25.96,35.0,6371.68,779.625078125,15.0,0.0,2.0,0.0,4.0,15.0,1.0,0.75,2.0,3.0,8764,1
1.8550141906738282,4.0,12.0,4.0,0.0,0.0,23.45,7.45,12.0,12.0,94.0,76.0,16.0,16.0,2.0,18.0,2.12,67.0,8.0,10.0,6.0,16.18,81.0,5582.88,737.661640625,15.0,0.0,0.0,0.0,3.0,16.0,0.0,1.0,1.0,1.0,8770,0
1.5736354064941407,5.0,8.0,2.0,0.0,0.0,15.08,4.49,8.0,7.0,96.0,0.0,16.0,10.0,7.0,20.5,2.76,82.0,9.0,13.0,3.0,22.75,0.0,5815.68,628.8909375,14.0,1.0,2.0,0.0,2.0,16.0,1.0,1.6,2.0,3.0,8770,1
1.8012478637695313,3.0,11.0,7.0,0.0,0.0,22.13,2.51,10.0,9.0,95.0,0.0,10.0,18.0,5.0,14.5,3.07,68.0,9.0,6.0,4.0,19.26,0.0,5345.6,633.1026953125,8.0,1.0,1.0,0.0,3.0,10.0,1.0,0.56,1.0,2.0,8770,0
1.7971078491210937,6.0,10.0,3.0,0.0,0.0,19.5,6.21,13.0,6.0,94.0,84.0,18.0,13.0,3.0,24.25,2.62,83.0,10.0,15.0,3.0,21.08,2.0,5679.52,709.31953125,13.0,0.0,0.0,2.0,1.0,18.0,0.0,1.38,3.0,6.0,8770,1
1.501143341064453,3.0,14.0,2.0,0.0,0.0,19.59,3.09,8.0,11.0,94.0,0.0,11.0,16.0,3.0,14.75,2.79,66.0,10.0,9.0,2.0,17.51,2.03,5506.24,560.243515625,7.0,0.0,2.0,1.0,4.0,11.0,1.0,0.69,1.0,3.0,8770,0
