averageSpeed,highestStreak,untradedDeaths,tradedDeaths,inapplicableTradedKills,inapplicableTradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,totalInVictimFovKills,totalFirstBloodKills,totalLongshotKills,totalPointblankKills,totalRevengeKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,totalObjectivesCaptured,objectiveTiersContributed,winner
1.7231756591796874,5.0,12.0,3.0,0.0,0.0,23.33,7.15,14.0,11.0,91.0,0.0,19.0,15.0,3.0,21.5,3.77,80.0,11.0,13.0,6.0,24.42,86.0,5781.12,673.791328125,18.0,0.0,0.0,0.0,4.0,21.0,3.0,1.27,1.0,5.0,1
2.117789459228516,3.0,19.0,4.0,0.0,0.0,27.23,4.04,13.0,11.0,98.0,0.0,16.0,23.0,9.0,21.4,3.58,19.0,7.0,13.0,3.0,26.0,0.0,5333.12,780.902890625,14.0,0.0,1.0,0.0,3.0,16.0,1.0,0.7,1.0,3.0,0
2.017993927001953,5.0,13.0,4.0,0.0,0.0,23.53,4.96,7.0,5.0,94.0,1.12,28.0,17.0,5.0,31.75,3.16,1.12,7.0,23.0,5.0,31.37,0.0,5630.08,804.276171875,19.0,0.0,1.0,0.0,6.0,27.0,0.0,1.65,0.0,1.0,1
1.6691665649414062,8.0,10.0,1.0,0.0,0.0,20.59,8.07,12.0,13.0,98.0,0.0,25.0,11.0,5.0,27.9,3.87,1.05,12.0,24.0,1.0,30.57,1.0,6248.0,656.15859375,22.0,1.0,4.0,0.0,4.0,23.0,0.0,2.27,1.0,1.0,1
1.8136154174804688,5.0,13.0,3.0,0.0,0.0,18.81,2.81,10.0,11.0,98.0,0.0,17.0,16.0,7.0,23.4,3.92,1.03,14.0,14.0,3.0,26.49,30.0,6011.2,728.33671875,13.0,0.0,2.0,0.0,3.0,17.0,1.0,1.06,3.0,6.0,0
2.6076727294921875,3.0,14.0,9.0,0.0,0.0,24.83,1.58,20.0,13.0,96.0,90.0,12.0,23.0,7.0,17.25,2.7,66.0,4.0,8.0,4.0,17.53,1.0,5619.04,919.55703125,11.0,0.0,0.0,0.0,1.0,12.0,0.0,0.52,1.0,4.0,1
1.940825653076172,3.0,13.0,4.0,0.0,0.0,22.18,4.48,16.0,17.0,94.0,0.0,8.0,17.0,9.0,13.6,3.38,56.0,10.0,5.0,3.0,16.4,97.0,5936.0,696.712265625,7.0,0.0,0.0,0.0,1.0,9.0,0.0,0.47,3.0,4.0,0
2.2726118469238283,5.0,15.0,5.0,0.0,0.0,26.14,6.14,13.0,8.0,94.0,90.0,22.0,20.0,5.0,27.0,3.28,1.01,18.0,16.0,6.0,24.92,73.0,5859.36,855.152265625,19.0,0.0,2.0,3.0,5.0,22.0,1.0,1.1,1.0,3.0,1
2.116581115722656,2.0,15.0,1.0,0.0,0.0,22.67,5.67,13.0,11.0,97.0,1.02,15.0,16.0,4.0,21.25,3.22,82.0,8.0,10.0,5.0,19.25,65.0,5933.44,770.6121875,13.0,1.0,0.0,0.0,6.0,15.0,1.0,0.94,3.0,7.0,0
2.08448959350586,2.0,12.0,3.0,0.0,0.0,21.95,6.04,16.0,12.0,94.0,0.0,11.0,15.0,5.0,17.45,2.8,62.0,7.0,9.0,2.0,18.13,59.0,6039.52,769.73953125,8.0,0.0,2.0,1.0,3.0,11.0,0.0,0.73,2.0,6.0,1
2.463045654296875,5.0,16.0,5.0,0.0,0.0,29.41,6.99,15.0,11.0,96.0,1.38,29.0,21.0,3.0,33.75,3.91,1.16,9.0,22.0,7.0,30.03,0.0,5784.32,935.07984375,22.0,2.0,2.0,2.0,6.0,29.0,1.0,1.38,3.0,5.0,0
2.047501373291016,4.0,15.0,7.0,0.0,0.0,25.45,3.45,18.0,14.0,90.0,69.0,23.0,22.0,5.0,26.75,3.09,1.07,18.0,15.0,8.0,28.64,0.0,5762.88,795.563671875,20.0,0.0,1.0,1.0,6.0,23.0,1.0,1.05,1.0,4.0,0
1.855760803222656,7.0,18.0,2.0,1.0,0.0,24.36,4.1,11.0,10.0,96.0,0.0,16.0,20.0,4.0,19.25,2.52,66.0,9.0,11.0,4.0,18.33,1.04,6032.0,707.248203125,14.0,0.0,6.0,1.0,3.0,16.0,0.0,0.8,2.0,3.0,1
1.8753005981445312,5.0,15.0,4.0,0.0,0.0,21.68,2.68,18.0,12.0,93.0,1.28,16.0,19.0,9.0,23.0,2.81,78.0,9.0,14.0,2.0,20.63,2.0,6002.88,763.69109375,11.0,0.0,0.0,0.0,4.0,16.0,1.0,0.84,2.0,7.0,0
2.248705444335937,3.0,16.0,6.0,0.0,1.0,27.92,4.62,14.0,13.0,93.0,62.0,17.0,23.0,5.0,23.0,2.71,91.0,4.0,14.0,3.0,24.56,0.0,5864.64,857.4771875,14.0,2.0,0.0,0.0,2.0,17.0,1.0,0.74,2.0,3.0,1
