averageSpeed,highestStreak,untradedDeaths,tradedDeaths,inapplicableTradedKills,inapplicableTradedDeaths,damageTaken,damageHealed,tacticalsUsed,lethalsUsed,percentTimeMoving,deadSilenceTime,totalKills,totalDeaths,totalAssists,totalScore,totalShotsFired,totalShotsHit,totalShotsHead,untradedKills,tradedKills,totalDamageDealt,friendDamage,totalTimeAlive,totalDistanceTraveled,totalAces,totalInVictimFovKills,totalDefuserKills,totalFirstBloodKills,totalLongshotKills,totalPlanterKills,totalPointblankKills,totalRevengeKills,totalInAttackerFovKills,totalWallbangKills,killDeathRatio,bombsPlanted,bombsDefused,sneakDefuses,winner
96.56092834472656,2.0,3.0,2.0,0.0,0.0,8.16,2.56,6.0,5.0,63.0,26.0,7.0,5.0,1.0,7.0,1.4,23.0,5.0,6.0,1.0,7.18,0.0,3322.72,326.38984375,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1.4,0.0,0.0,0.0,1
68.97439575195312,1.0,4.0,0.0,0.0,1.0,6.75,47.0,5.0,2.0,55.0,10.0,1.0,5.0,1.0,3.25,47.0,16.0,0.0,1.0,0.0,3.88,0.0,3132.96,237.25744140625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,2.0,0.0,0.0,0
1.3065901184082032,3.0,1.0,0.0,0.0,0.0,3.68,2.03,7.0,4.0,77.0,73.0,5.0,1.0,0.0,10.0,65.0,22.0,0.0,5.0,0.0,5.25,0.0,4439.36,418.202109375,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,1.0,2.0,0.0,1
81.61324310302734,1.0,5.0,1.0,0.0,0.0,6.0,0.0,7.0,6.0,73.0,15.0,1.0,6.0,1.0,2.25,1.64,16.0,3.0,0.0,1.0,3.98,0.0,3694.88,264.1107421875,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.17,1.0,0.0,0.0,0
1.2328965759277344,5.0,0.0,0.0,4.0,1.0,4.19,2.27,4.0,2.0,78.0,62.0,8.0,1.0,0.0,10.0,72.0,26.0,2.0,4.0,0.0,6.57,0.0,5009.92,372.1542578125,0.0,7.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,8.0,0.0,1.0,0.0,1
81.98120880126953,3.0,4.0,0.0,1.0,2.0,6.29,29.0,2.0,1.0,51.0,10.0,3.0,6.0,0.0,100.0,46.0,15.0,1.0,2.0,0.0,3.71,99.0,3131.68,295.226953125,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,0.5,0.0,0.0,0.0,0
1.1075457000732425,2.0,4.0,0.0,2.0,0.0,5.63,64.0,7.0,7.0,75.0,0.0,3.0,4.0,4.0,4.0,1.92,16.0,0.0,1.0,0.0,5.26,84.0,3895.52,342.5695703125,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.75,0.0,0.0,0.0,1
99.95099639892578,3.0,5.0,3.0,1.0,0.0,11.72,1.83,10.0,4.0,68.0,93.0,7.0,8.0,2.0,7.25,1.58,39.0,3.0,4.0,2.0,10.66,37.0,6821.76,559.93453125,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,7.0,0.0,0.88,0.0,0.0,0.0,0
91.99453735351562,2.0,5.0,1.0,2.0,2.0,12.95,4.95,10.0,9.0,82.0,55.0,8.0,8.0,2.0,7.25,2.35,50.0,6.0,4.0,2.0,14.43,60.0,7965.44,501.4619921875,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,1
98.2145004272461,3.0,4.0,0.0,2.0,4.0,13.09,5.09,7.0,7.0,79.0,76.0,7.0,8.0,1.0,5.25,2.8,43.0,7.0,4.0,1.0,10.9,2.0,7887.04,527.792578125,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.88,0.0,0.0,0.0,0
88.958984375,5.0,8.0,1.0,1.0,0.0,12.13,1.92,9.0,1.0,72.0,94.0,8.0,9.0,0.0,11.0,1.17,36.0,2.0,5.0,2.0,9.78,1.0,7246.56,513.154453125,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.89,4.0,0.0,0.0,1
1.1029966735839845,3.0,4.0,3.0,0.0,0.0,10.17,2.18,11.0,11.0,82.0,1.1,7.0,7.0,3.0,12.25,2.25,41.0,3.0,7.0,0.0,11.62,0.0,7584.0,584.8967578125,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,1.0,0.0,0
93.06501007080078,3.0,6.0,1.0,2.0,0.0,10.32,1.89,11.0,5.0,72.0,55.0,9.0,7.0,0.0,7.0,2.49,49.0,1.0,6.0,1.0,11.59,0.0,6804.0,507.55515625,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,1.29,0.0,0.0,0.0,1
1.0821693420410157,3.0,6.0,0.0,2.0,1.0,9.91,1.92,4.0,8.0,75.0,71.0,10.0,7.0,1.0,8.5,1.32,34.0,3.0,8.0,0.0,9.99,40.0,7437.92,619.4529296875,0.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,1.43,0.0,0.0,0.0,0
1.357940673828125,2.0,4.0,0.0,0.0,3.0,8.38,1.38,11.0,7.0,86.0,62.0,5.0,7.0,1.0,5.0,1.75,32.0,1.0,4.0,1.0,8.3,0.0,7936.16,815.9309375,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.71,0.0,0.0,0.0,1
1.0309764099121097,5.0,2.0,0.0,1.0,1.0,6.46,2.55,8.0,8.0,84.0,46.0,7.0,3.0,1.0,8.25,1.7,29.0,2.0,5.0,1.0,7.46,0.0,6287.2,421.8548828125,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,2.33,0.0,1.0,0.0,0
77.54474639892578,3.0,5.0,0.0,2.0,1.0,7.47,1.47,6.0,5.0,55.0,24.0,6.0,6.0,0.0,5.0,85.0,32.0,3.0,4.0,0.0,7.81,0.0,3972.8,363.9323046875,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1
1.1095263671875,2.0,3.0,1.0,1.0,0.0,5.95,1.94,6.0,5.0,82.0,29.0,6.0,4.0,1.0,10.5,97.0,17.0,3.0,5.0,0.0,6.95,0.0,5966.08,438.8671875,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.5,3.0,1.0,0.0,0
75.70597076416016,1.0,7.0,1.0,0.0,0.0,8.43,43.0,5.0,3.0,63.0,51.0,1.0,8.0,1.0,4.25,66.0,14.0,1.0,1.0,0.0,3.54,0.0,4842.08,356.8482421875,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.13,3.0,0.0,0.0,1
88.17556762695312,4.0,6.0,0.0,1.0,0.0,8.22,2.22,5.0,4.0,62.0,73.0,7.0,6.0,3.0,10.25,1.21,42.0,2.0,5.0,1.0,11.01,0.0,4542.4,409.965703125,0.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,1.17,0.0,1.0,0.0,0
1.01377685546875,1.0,6.0,0.0,0.0,1.0,9.43,1.33,5.0,2.0,64.0,55.0,3.0,7.0,0.0,3.0,48.0,19.0,1.0,3.0,0.0,5.44,0.0,4920.0,422.1382421875,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.43,0.0,0.0,0.0,1
1.3971701049804688,4.0,2.0,1.0,3.0,1.0,9.44,5.44,7.0,6.0,95.0,54.0,8.0,4.0,0.0,7.0,93.0,32.0,4.0,5.0,0.0,9.55,31.0,6551.84,636.066328125,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0
1.0912186431884765,3.0,2.0,1.0,0.0,4.0,9.66,2.06,6.0,7.0,79.0,57.0,7.0,7.0,1.0,9.25,1.94,51.0,3.0,5.0,2.0,12.97,0.0,5951.52,471.7426171875,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1
81.71065521240234,2.0,7.0,1.0,0.0,0.0,10.91,2.91,9.0,8.0,73.0,30.0,6.0,8.0,2.0,7.25,1.18,32.0,1.0,3.0,3.0,9.14,0.0,5327.68,322.051484375,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.75,0.0,0.0,0.0,0
99.54335021972656,1.0,4.0,3.0,1.0,2.0,9.79,79.0,8.0,7.0,70.0,33.0,3.0,9.0,5.0,5.75,93.0,21.0,3.0,2.0,0.0,6.01,0.0,5581.44,394.000546875,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.33,0.0,1.0,1.0,1
88.63282012939453,3.0,2.0,0.0,3.0,4.0,9.29,1.61,10.0,6.0,84.0,23.0,10.0,6.0,1.0,10.0,1.54,44.0,3.0,4.0,3.0,11.76,0.0,6674.08,359.0858984375,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.67,2.0,0.0,0.0,0
81.05703735351562,5.0,4.0,1.0,0.0,1.0,8.72,2.35,11.0,10.0,82.0,22.0,14.0,6.0,2.0,17.0,1.64,52.0,10.0,13.0,1.0,16.48,1.0,6301.12,309.0027734375,0.0,12.0,1.0,4.0,1.0,0.0,0.0,0.0,14.0,0.0,2.33,0.0,0.0,0.0,1
74.90116882324219,6.0,6.0,0.0,2.0,1.0,9.37,1.53,8.0,3.0,66.0,9.0,10.0,7.0,0.0,11.0,1.3,42.0,2.0,7.0,1.0,10.4,0.0,5876.0,292.97646484375,1.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,1.43,0.0,1.0,0.0,0
85.65489196777344,2.0,4.0,2.0,1.0,1.0,9.05,2.05,9.0,8.0,76.0,15.0,5.0,7.0,3.0,8.0,1.25,24.0,3.0,3.0,1.0,7.27,1.0,5950.4,367.201796875,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.71,3.0,0.0,0.0,1
69.39090728759766,2.0,8.0,1.0,1.0,0.0,11.3,2.3,10.0,10.0,74.0,0.0,3.0,9.0,2.0,3.75,2.97,34.0,5.0,2.0,0.0,6.97,1.0,5658.4,295.9651953125,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.33,1.0,0.0,0.0,0
74.38949584960938,3.0,4.0,1.0,3.0,2.0,10.73,2.31,3.0,3.0,70.0,15.0,8.0,7.0,2.0,5.5,3.51,8.0,5.0,5.0,0.0,11.1,0.0,5806.4,302.6935546875,0.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,1.14,0.0,0.0,0.0,1
94.90956115722656,3.0,4.0,1.0,1.0,1.0,8.16,2.02,6.0,3.0,66.0,40.0,8.0,6.0,0.0,8.0,76.0,39.0,4.0,4.0,3.0,9.28,0.0,5286.88,467.06640625,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.33,0.0,0.0,0.0,0
1.1829029083251952,2.0,3.0,3.0,0.0,1.0,10.77,3.77,7.0,4.0,75.0,25.0,5.0,7.0,4.0,11.5,1.42,29.0,0.0,3.0,2.0,8.67,1.0,5437.92,497.482265625,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.71,0.0,2.0,1.0,1
82.91062927246094,2.0,2.0,1.0,1.0,3.0,8.26,1.31,4.0,2.0,68.0,19.0,5.0,6.0,0.0,6.0,1.44,36.0,4.0,2.0,2.0,10.04,0.0,5475.52,398.60234375,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.83,0.0,0.0,0.0,0
1.158280563354492,2.0,3.0,0.0,1.0,2.0,6.56,1.56,8.0,6.0,82.0,66.0,5.0,5.0,1.0,5.5,1.32,25.0,2.0,4.0,0.0,6.75,34.0,6157.6,485.1997265625,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,1
86.31168365478516,3.0,6.0,0.0,1.0,0.0,8.22,92.0,7.0,2.0,66.0,59.0,7.0,6.0,1.0,8.25,99.0,34.0,5.0,5.0,1.0,8.75,0.0,5391.68,406.285234375,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0,1.17,1.0,0.0,0.0,0
1.089854736328125,2.0,4.0,1.0,0.0,1.0,8.61,2.57,6.0,3.0,75.0,37.0,3.0,6.0,2.0,5.5,52.0,10.0,0.0,3.0,0.0,3.15,0.0,5725.44,514.8110546875,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,2.0,0.0,0.0,1
65.82179260253906,2.0,5.0,1.0,1.0,0.0,6.02,2.0,8.0,5.0,64.0,0.0,2.0,6.0,2.0,3.5,97.0,19.0,1.0,1.0,0.0,5.77,0.0,5564.16,302.87896484375,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.33,2.0,0.0,0.0,0
